district,site_name,state
Panchmahal,Jami Masjid Champaner,Gujarat
Panchmahal,Kevdi Eco Campsite,Gujarat
Panchmahal,Godhra Heritage Sites,Gujarat
Patan,Rani ki Vav,Gujarat
Patan,Sahasralinga Talav,Gujarat
Patan,Patan Patola Heritage Museum,Gujarat
Patan,Khan Sarovar,Gujarat
Patan,Modhera Sun Temple vicinity,Gujarat
Porbandar,Kirti Mandir,Gujarat
Porbandar,Porbandar Beach,Gujarat
Porbandar,Sudama Temple,Gujarat
Porbandar,Harshad Mata Temple,Gujarat
Porbandar,Miyani Beach,Gujarat
Rajkot,Watson Museum,Gujarat
Rajkot,Kaba Gandhi No Delo,Gujarat
Rajkot,Rotary Dolls Museum,Gujarat
Rajkot,Aji Dam,Gujarat
Rajkot,Pradyuman Park,Gujarat
Sabarkantha,Idar Fort,Gujarat
Sabarkantha,Polo Forest,Gujarat
Sabarkantha,Shamlaji Temple,Gujarat
Sabarkantha,Harnav Dam,Gujarat
Sabarkantha,Vijaynagar Heritage Sites,Gujarat
Surat,Surat Castle,Gujarat
Surat,Dumas Beach,Gujarat
Surat,Dutch Garden,Gujarat
Surat,Sarthana Nature Park,Gujarat
Surat,Science Centre Surat,Gujarat
Surendranagar,Tarnetar,Gujarat
Surendranagar,Muli Fort,Gujarat
Surendranagar,Chotila Chamunda Temple,Gujarat
Surendranagar,Limbdi Palace,Gujarat
Surendranagar,Zalawad Heritage Sites,Gujarat
Tapi,Ukai Dam,Gujarat
Tapi,Purna Wildlife Sanctuary,Gujarat
Tapi,Girmal Waterfall,Gujarat
Tapi,Doswada Dam,Gujarat
Tapi,Vyara Heritage Sites,Gujarat
Vadodara,Laxmi Vilas Palace,Gujarat
Vadodara,Sayaji Garden,Gujarat
Vadodara,Baroda Museum,Gujarat
Vadodara,Kirti Mandir,Gujarat
Vadodara,EME Temple,Gujarat
Valsad,Tithal Beach,Gujarat
Valsad,Udvada Parsi Heritage,Gujarat
Valsad,Wilson Hills,Gujarat
Valsad,Dharampur Palace,Gujarat
Valsad,Parnera Hill,Gujarat
Vav-Tharad,Tharad Fort,Gujarat
Vav-Tharad,Vav Stepwell,Gujarat
Vav-Tharad,Dantiwada Dam,Gujarat
Vav-Tharad,Deesa Heritage Sites,Gujarat
Vav-Tharad,Suigam Desert Landscape,Gujarat
Dangs,Saputara,Gujarat
Dangs,Gira Waterfalls,Gujarat
Dangs,Purna Wildlife Sanctuary,Gujarat
Dangs,Waghai Botanical Garden,Gujarat
Dangs,Shabari Dham,Gujarat
