district,site_name,state
Thane,Yeoor Hills,Maharashtra
Thane,Kopineshwar Temple,Maharashtra
Thane,Talao Pali,Maharashtra
Wardha,Sevagram Ashram,Maharashtra
Wardha,Vishwa Shanti Stupa,Maharashtra
Wardha,Shendurjana Ghat,Maharashtra
Wardha,Wahi Dam,Maharashtra
Wardha,Pillalamarri,Maharashtra
Washim,Balaji Temple,Maharashtra
Washim,Ambadevi Temple,Maharashtra
Washim,Vithoba Temple,Maharashtra
Washim,Washim Fort,Maharashtra
Washim,Karanja Lad,Maharashtra
Yavatmal,Ambadevi Temple,Maharashtra
Yavatmal,Sahasrakund Waterfall,Maharashtra
Yavatmal,Gopalgad Fort,Maharashtra
Yavatmal,Babhaleshwar Temple,Maharashtra
Yavatmal,Selu Lake,Maharashtra
