district,site_name,state
Narayanpet,Narayanpet Fort,Telangana
Narayanpet,Kaundinya Wildlife Sanctuary,Telangana
Jagtial,Ramuni Gundalu Waterfalls,Telangana
Jagtial,Dhulikatta Buddhist Stupa,Telangana
Jagtial,Laxminarsimha Swamy Temple,Telangana
Jagtial,Sri Koteshwara Swamy Temple,Telangana
Jagtial,Jagtial Fort,Telangana
Mancherial,Gudem Gutta Satyanarayana Swamy Temple,Telangana
Mancherial,Gandhari Khilla,Telangana
Mancherial,Kawal Tiger Reserve,Telangana
Mancherial,Sivaram Wildlife Sanctuary,Telangana
Mancherial,Godavari River,Telangana
Medchal Malkajgiri,Charminar,Telangana
Medchal Malkajgiri,Golconda Fort,Telangana
Medchal Malkajgiri,Hussain Sagar Lake,Telangana
Medchal Malkajgiri,Birla Mandir Temple,Telangana
Medchal Malkajgiri,Salar Jung Museum,Telangana
Nirmal,Kuntala Waterfalls,Telangana
Nirmal,Basar Saraswati Temple,Telangana
Nirmal,Pochera Waterfalls,Telangana
Nirmal,Nirmal Fort,Telangana
Nirmal,Sahastra Kund Waterfalls,Telangana
Siddipet,Komati Cheruvu Suspension Bridge,Telangana
Siddipet,Glow Garden,Telangana
Siddipet,Oxygen Park,Telangana
Siddipet,Koti Lingeswara Swamy Temple,Telangana
Siddipet,Ranganayaka Sagar Reservoir,Telangana
Suryapet,Pillalamarri Chennakeshava Temple,Telangana
Suryapet,Phanigiri Buddhist Site,Telangana
Suryapet,Nagarjuna Sagar Dam,Telangana
Suryapet,Sri Undrugonda Laxmi Narasimha Swamy Temple,Telangana
Suryapet,Mahatma Gandhi Park,Telangana
Warangal,Thousand Pillar Temple,Telangana
Warangal,Ramappa Temple,Telangana
Warangal,Warangal Fort,Telangana
Warangal,Bhudhan Pochampally,Telangana
Warangal,Pakala Lake,Telangana
Yadadri Bhuvanagiri,Yadagirigutta Temple,Telangana
Yadadri Bhuvanagiri,Bhuvanagiri Fort,Telangana
Yadadri Bhuvanagiri,Sri Matsyagiri Lakshmi Narasimha Swamy Temple,Telangana
Yadadri Bhuvanagiri,Kolanupaka Jain Temple,Telangana
Yadadri Bhuvanagiri,Surendrapuri,Telangana
Wanaparthy,Jogulamba Temple,Telangana
Wanaparthy,Ramappa Temple,Telangana
Wanaparthy,Gangotri Lake,Telangana
Wanaparthy,Narayanpur Dam,Telangana
Wanaparthy,Kuntala Waterfalls,Telangana
Mulugu,Ramappa Temple,Telangana
Mulugu,Laknavaram Lake,Telangana
Mulugu,Bogatha Waterfall,Telangana
Mulugu,Devuni Gutta Temple,Telangana
Mulugu,Medaram Jatara,Telangana
Jangaon,Palakurthi,Telangana
Jangaon,Bammera Pothana Memorial,Telangana
Jangaon,Jeedikal Temple,Telangana
Jangaon,Thimmalapalli Dam,Telangana
Jangaon,Chandupatla Wildlife Sanctuary,Telangana
Hyderabad,Golconda Fort,Telangana
Hyderabad,Charminar,Telangana
Hyderabad,Salar Jung Museum,Telangana
Hyderabad,Hussain Sagar Lake,Telangana
Hyderabad,Birla Mandir,Telangana
Bhadradri Kothagudem,Kinnerasani Wildlife Sanctuary,Telangana
Bhadradri Kothagudem,Sri Seetha Ramachandra Swamy Temple,Telangana
Bhadradri Kothagudem,Parnasala,Telangana
Bhadradri Kothagudem,Dummugudem Dam,Telangana
Bhadradri Kothagudem,Kothagudem Market,Telangana
Sircilla,Ramagundam Dam,Telangana
Sircilla,Elgandal Fort,Telangana
Sircilla,Kondagattu Anjaneya Swamy Temple,Telangana
Sircilla,Medak Cathedral,Telangana
Sircilla,Pocharam Wildlife Sanctuary,Telangana
Jangaon,Kolanupaka Jain Temple,Telangana
Jangaon,Bhongir Fort,Telangana
Jangaon,Palakurthi Someshwara Temple,Telangana
Jangaon,Bammera Pothana Memorial,Telangana
Jangaon,Jeedikal Temple,Telangana
Kamareddy,Ananthagiri Hills,Telangana
Kamareddy,Palair Lake,Telangana
Kamareddy,Kamareddy Fort,Telangana
Kamareddy,Siddulagutta Temple,Telangana
Kamareddy,Nizam Sagar Dam,Telangana
