district,site_name,state
Kannauj,Basant Panchami Festival,Uttar Pradesh
Kannauj,Bhawani Temple,Uttar Pradesh
Kaushambi,Ashokan Pillar,Uttar Pradesh
Kaushambi,Sanskriti Museum,Uttar Pradesh
Kaushambi,Buddhist Monastery Ruins,Uttar Pradesh
Kheri,Dudhwa National Park,Uttar Pradesh
Kheri,Shergarh Fort,Uttar Pradesh
Kheri,Jagannath Temple,Uttar Pradesh
Kushinagar,Mahaparinirvana Temple,Uttar Pradesh
Kushinagar,Ramabhar Stupa,Uttar Pradesh
Kushinagar,Parso Monastery,Uttar Pradesh
Lakhimpur Kheri,Dudhwa Tiger Reserve,Uttar Pradesh
Lakhimpur Kheri,Valmiki National Park,Uttar Pradesh
Lakhimpur Kheri,Naimisharanya Temple,Uttar Pradesh
Lalitpur,Alampur Temples,Uttar Pradesh
Lalitpur,Bhawanipur Mandir,Uttar Pradesh
Lalitpur,Deogarh Fort,Uttar Pradesh
Lucknow,Chota Imambara,Uttar Pradesh
Lucknow,Ambedkar Park,Uttar Pradesh
Lucknow,Siddharth Garden and Zoo,Uttar Pradesh
Maharajganj,Sona Mandir,Uttar Pradesh
Maharajganj,Nighasan Dham,Uttar Pradesh
Maharajganj,Padav,Uttar Pradesh
Mahoba,Kalinjar Fort,Uttar Pradesh
Mahoba,Janki Kund,Uttar Pradesh
Mahoba,Rani Mahal,Uttar Pradesh
Mainpuri,Jaswant Nagar Fort,Uttar Pradesh
Mainpuri,Digambar Jain Temple,Uttar Pradesh
Mainpuri,Sant Ravidas Temple,Uttar Pradesh
Mathura,Radha Kund,Uttar Pradesh
Mathura,Barsana,Uttar Pradesh
Mathura,Kusum Sarovar,Uttar Pradesh
Mau,Ram Tirath Temple,Uttar Pradesh
Mau,Ghanta Ghar,Uttar Pradesh
Mau,Chiragh Dilli,Uttar Pradesh
Meerut,Augarnath Temple,Uttar Pradesh
Meerut,St. John's Church,Uttar Pradesh
Meerut,Shahid Smarak,Uttar Pradesh
Mirzapur,Vindhyachal Temple,Uttar Pradesh
Mirzapur,Chunar Fort,Uttar Pradesh
Mirzapur,Ashtabhuja Mandir,Uttar Pradesh
Moradabad,Moradabad Clock Tower,Uttar Pradesh
Moradabad,Garhmukteshwar,Uttar Pradesh
Moradabad,Dilari,Uttar Pradesh
Muzaffarnagar,St. John's Church,Uttar Pradesh
Muzaffarnagar,Mahamaya Mandir,Uttar Pradesh
Muzaffarnagar,Findka Baba Mandir,Uttar Pradesh
Pilibhit,Chuka Temple,Uttar Pradesh
Pilibhit,Pilibhit Museum,Uttar Pradesh
Pilibhit,Great Himalayan National Park,Uttar Pradesh
Pratapgarh,Belha,Uttar Pradesh
Pratapgarh,Kalika Mata Mandir,Uttar Pradesh
Pratapgarh,Hanuman Temple,Uttar Pradesh
Rampur,Rampur Raza Library,Uttar Pradesh
Rampur,Bashahi Baradari,Uttar Pradesh
Rampur,Moti Mahal,Uttar Pradesh
Saharanpur,Shakumbhari Devi Temple,Uttar Pradesh
Saharanpur,Deoban Forest,Uttar Pradesh
Saharanpur,Shri Hans Raj Mandir,Uttar Pradesh
Sambhal,Sambhal Fort,Uttar Pradesh
Sambhal,Chandanpura Masjid,Uttar Pradesh
Sambhal,Kailash Temple,Uttar Pradesh
Sant Kabir Nagar,Kabir Math,Uttar Pradesh
Sant Kabir Nagar,Kabir Chaura,Uttar Pradesh
Sant Kabir Nagar,Bageshwari Temple,Uttar Pradesh
Shahjahanpur,Shahjahanpur Fort,Uttar Pradesh
Shahjahanpur,Jama Masjid Shahjahanpur,Uttar Pradesh
Shahjahanpur,Shahid Smarak,Uttar Pradesh
Shravasti,Angkor Wat Replica,Uttar Pradesh
Shravasti,Kushinagar Stupa,Uttar Pradesh
Shravasti,Ancient Monasteries,Uttar Pradesh
Sultanpur,Sultanpur National Park,Uttar Pradesh
Sultanpur,Nawabganj Bird Sanctuary,Uttar Pradesh
Sultanpur,Shiv Mandir Sultanpur,Uttar Pradesh
Unnao,Kalyaneshwar Mahadev Mandir,Uttar Pradesh
Unnao,Bada Imambara,Uttar Pradesh
Unnao,Crystal World Mall,Uttar Pradesh
Varanasi,Durga Temple,Uttar Pradesh
Varanasi,Assi Ghat,Uttar Pradesh
Varanasi,Manikarnika Ghat,Uttar Pradesh
