district,site_name,state
Rupnagar,Gurdwara Sri Fatehgarh Sahib,Punjab
Rupnagar,Shiv Temple,Punjab
Sangrur,Moti Mahal,Punjab
Sangrur,Guru Tegh Bahadur Ji Gurudwara,Punjab
Sangrur,Sunam Fort,Punjab
Sangrur,Shri Khurja Nath Mandir,Punjab
Sangrur,Harike Bird Sanctuary,Punjab
Shahid Bhagat Singh Nagar,Gurudwara Manji Sahib,Punjab
Shahid Bhagat Singh Nagar,Rahon Fort,Punjab
Shahid Bhagat Singh Nagar,Surajkund Lake,Punjab
Shahid Bhagat Singh Nagar,Roza Sharif,Punjab
Shahid Bhagat Singh Nagar,Phagwara Market,Punjab
Tarn Taran,Takht Sri Tarn Taran Sahib,Punjab
Tarn Taran,Harike Wetland,Punjab
Tarn Taran,Gurudwara Akal Bunga,Punjab
Tarn Taran,Khidarpur Fort,Punjab
Tarn Taran,Sarai Amanat Khan,Punjab
Sahibzada Ajit Singh Nagar( Mohali),Elante Mall,Punjab
Sahibzada Ajit Singh Nagar,Fateh Burj,Punjab
Sahibzada Ajit Singh Nagar,Sukhna Wildlife Sanctuary,Punjab
Sahibzada Ajit Singh Nagar,Pinjore Gardens,Punjab
Sahibzada Ajit Singh Nagar,Kiratpur Sahib,Punjab
S.A.S. Nagar,Elante Mall,Punjab
S.A.S. Nagar,Fateh Burj,Punjab
S.A.S. Nagar,Sukhna Wildlife Sanctuary,Punjab
S.A.S. Nagar,Pinjore Gardens,Punjab
S.A.S. Nagar,Kiratpur Sahib,Punjab
Sri Muktsar Sahib,Gurudwara Sri Muktsar Sahib,Punjab
Sri Muktsar Sahib,Palace of Sahibzada Ajit Singh,Punjab
Sri Muktsar Sahib,Shri Guru Gobind Singh Park,Punjab
Sri Muktsar Sahib,Gurudwara Tibbi Sahib,Punjab
Sri Muktsar Sahib,Gurudwara Mehdiana Sahib,Punjab
Ferozepur,Saragarhi Memorial,Punjab
Ferozepur,Jain Swetambar Temple,Punjab
Ferozepur,Gurudwara Sri Jaamani Sahib,Punjab
Ferozepur,Harike Wetland,Punjab
Ferozepur,Azad Gate,Punjab
